"day","temperature"
1,14.6
2,14.7
3,15.1
4,15.7
5,15.4
6,15.3
7,15.5
8,15.9
9,15.9
10,15.8
11,16.8
12,17
13,17
14,17.7
15,17.5
16,17.5
17,17.9
18,17.5
19,16.8
20,17
21,16.7
22,16.5
23,16.9
24,17.6
25,16.6
26,16.2
27,15.9
28,16
29,16
30,15.8
