"day","temperature"
1,"11.37222455"
2,"11.37222455"
3,"11.37222455"
4,"11.37222455"
5,"11.37222455"
6,"11.37222455"
7,"11.37222455"
8,"11.37222455"
9,"11.37222455"
10,"11.37222455"
11,"11.37222455"
12,"11.37222455"
13,"11.37222455"
14,"11.37222455"
15,"11.37222455"
16,"11.37222455"
17,"11.37222455"
18,"11.37222455"
19,"11.37222455"
20,"11.37222455"
21,"11.37222455"
22,"11.37222455"
23,"11.37222455"
24,"11.37222455"
25,"11.37222455"
26,"11.37222455"
27,"11.37222455"
28,"11.37222455"
29,"11.37222455"
30,"13.03817622"
31,"13.03817622"
32,"13.03817622"
33,"13.03817622"
34,"13.03817622"
35,"13.03817622"
36,"13.03817622"
37,"13.03817622"
38,"13.03817622"
39,"13.03817622"
40,"13.03817622"
41,"13.03817622"
42,"13.03817622"
43,"13.03817622"
44,"13.03817622"
45,"13.03817622"
46,"13.03817622"
47,"13.03817622"
48,"13.03817622"
49,"13.03817622"
50,"13.03817622"
51,"13.03817622"
52,"13.03817622"
53,"13.03817622"
54,"13.03817622"
55,"13.03817622"
56,"13.03817622"
57,"13.03817622"
58,"13.03817622"
59,"13.03817622"
60,"13.03817622"
61,"12.45871513"
62,"12.45871513"
63,"12.45871513"
64,"12.45871513"
65,"12.45871513"
66,"12.45871513"
67,"12.45871513"
68,"12.45871513"
69,"12.45871513"
70,"12.45871513"
71,"12.45871513"
72,"12.45871513"
73,"12.45871513"
74,"12.45871513"
75,"12.45871513"
76,"12.45871513"
77,"12.45871513"
78,"12.45871513"
79,"12.45871513"
80,"12.45871513"
81,"12.45871513"
82,"12.45871513"
83,"12.45871513"
84,"12.45871513"
85,"12.45871513"
86,"12.45871513"
87,"12.45871513"
88,"12.45871513"
89,"12.45871513"
90,"12.45871513"
91,"12.45871513"
92,"9.344108667"
93,"9.344108667"
94,"9.344108667"
95,"9.344108667"
96,"9.344108667"
97,"9.344108667"
98,"9.344108667"
99,"9.344108667"
100,"9.344108667"
101,"9.344108667"
102,"9.344108667"
103,"9.344108667"
104,"9.344108667"
105,"9.344108667"
106,"9.344108667"
107,"9.344108667"
108,"9.344108667"
109,"9.344108667"
110,"9.344108667"
111,"9.344108667"
112,"9.344108667"
113,"9.344108667"
114,"9.344108667"
115,"9.344108667"
116,"9.344108667"
117,"9.344108667"
118,"9.344108667"
119,"9.344108667"
120,"9.344108667"
121,"9.344108667"
