"day","temperature"
1,9.7
2,8.5
3,8.9
4,10
5,11.1
6,12.2
7,13.2
8,14.1
9,14.8
10,15.5
11,14.8
12,14.5
13,13.3
14,12.1
15,13.1
16,13.4
17,13.3
18,12.9
19,12.1
20,11.6
21,11.1
22,11.2
23,11.4
24,11.3
25,11
26,11.4
27,11.5
28,11.9
29,12.2
30,12.6
31,12.8
32,12.5
33,12.8
34,13.2
35,13.5
36,12.8
