"day","temperature"
1,13.9
2,13.3
3,13.1
4,13
5,12.1
6,12.2
7,11.5
8,11.2
9,11.8
10,11.7
11,11.5
12,12.3
13,12.4
14,11.9
15,12.3
16,12.6
17,12.3
18,12.2
19,12
20,12.4
21,11.9
22,11.6
23,11.8
24,12
25,11.5
26,11.5
27,12
28,11.8
29,12.3
30,12.8
