"day","temperature"
1,10.4
2,10.5
3,11.4
4,11.9
5,12
6,11.9
7,11.5
8,11.2
9,12
10,11.9
11,12
12,11.3
13,11.6
14,9.7
15,11.1
16,12.4
17,12.5
18,11.1
19,11.1
20,12
21,13.2
22,13.5
23,13.8
24,13.8
25,13.3
26,12
27,11.1
28,12.3
