"day","temperature"
1,11.4
2,11.7
3,11.4
4,11.7
5,10.9
6,11.5
7,11.4
8,11.6
9,11.3
10,11.6
11,10.2
12,10.5
13,11.8
14,12.6
15,11.8
16,11.2
17,11.8
18,13
19,13.5
20,13.6
21,13.6
22,13.3
23,12.4
24,11.1
25,11.7
26,12.6
27,13.7
