"day","temperature"
1,13.6
2,13.6
3,13.8
4,13.8
5,13.7
6,13.6
7,13.1
8,12.6
9,12.8
10,13.2
11,13.2
12,13.4
13,13.4
14,13
15,13
16,13.2
17,13.1
18,13.1
19,12.5
20,13.2
21,12.9
22,12.8
23,12.8
24,12.3
25,10.4
26,9.3
27,9.7
28,9.3
29,9.7
30,9.7
31,9.9
32,10.5
33,11.8
