Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 19:32:36 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.163,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 19:45:15 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.184,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 19:45:16 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.198,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:13:25 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.108,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:13:25 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.121,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:24:13 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.140,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:24:13 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.146,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:25:01 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.146,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:25:01 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.170,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:33:35 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.111,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:33:35 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.110,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:34:04 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.105,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:34:04 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.119,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:35:45 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.131,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:35:45 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.109,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:38:29 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.144,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:38:29 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.160,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:42:10 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.139,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 20:42:11 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.162,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:11:43 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.110,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:11:44 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.158,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:17:42 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.130,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:17:42 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.120,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:17:42 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/coho/2016_Mid-Summer_Russian River_Coho_Age_0/Temperature.csv,inputs/coho/2016_Mid-Summer_Russian River_Coho_Age_0//Diet_prop.csv,inputs/coho/2016_Mid-Summer_Russian River_Coho_Age_0/Prey_E.csv,1,inputs/coho/2016_Mid-Summer_Russian River_Coho_Age_0/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,0.6076,7.709,5.000,0.143,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:22:14 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.235,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:22:14 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.219,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:27:09 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.111,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:27:09 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.139,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:28:37 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.133,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:28:37 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.107,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:30:41 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),1,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,2.2742,10.849,5.000,0.108,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
Mon May 14 21:30:41 2018,v1.0.3,/mnt/MSD_128GB/UPwork/interview/Fisheries_app/jim-breck-FB4-ff06626,FB4_Log_File.csv,Alewife (adult),Alewife (adult),2,Weight,5,1,10,1,13560,inputs/Main_Inputs/Temperature.csv,inputs/Main_Inputs//Diet_prop.csv,inputs/Main_Inputs/Prey_E.csv,1,inputs/Main_Inputs/Pred_E.csv,FALSE,FALSE,FALSE,FALSE,1.4764,8.627,5.000,0.161,0.000
Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Initial_W,fit.to,fit.to value,First_day,Last_day,N_indiv,Oxycal,T_File,Diet_prop_File,Prey_E_File,PREDEDEQ,Predator_E_File,calc.pop_mort,calc.spawn,calc.contaminant,calc.nut,p-value,Total consumption (g),Final weight (g),Run time (s),OK. Energy budget balanced.
