"day","temperature"
1,13.1
2,12.8
3,13.4
4,12.9
5,12.2
6,12
7,11.8
8,11.3
9,11.5
10,11.6
11,12
12,11.8
13,11.7
14,11.6
15,11.5
16,11.9
17,12.1
18,11.7
19,12.2
20,12.2
21,11.8
22,11.5
