"day","temperature"
1,12.5
2,13.3
3,14.7
4,14.3
5,15.1
6,15.3
7,13.8
8,13.9
9,14
10,13.5
11,14.4
12,13.8
13,14
14,13.2
15,14.9
16,14
17,12.9
18,13.1
19,12.5
20,12.3
21,12.5
22,13.4
23,12.4
24,11.3
25,11.5
26,12.3
