"NRun","Run_Name","Species_Num","Species_txt","Initial_W","fit.to","fit.to.value","First_day","Last_day","N_indiv","Oxycal","calc.pop_mort","calc.spawn","calc.nut","calc.contaminant","Init_pred_conc","contam_eq","T_File","Diet_File","Prey_E_File","Indigest_Prey_File","Pred_E_File","Mort_File","Reprod_File","Contam_Prey_C_File","Contam_assim_File","Contam_TE_File","Phos_Ae_File","Phos_Co_Pred_File","Phos_Co_Prey_File","Nit_Ae_File","Nit_Co_Pred_File","Nit_Co_Prey_File","FB4_Log_File"
75,"20minus_pval_rcp85_2030_2039_Upper Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.0134187,"p-value",0.246748,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Upper Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Upper Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Upper Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Upper Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Upper Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
76,"mean_pval_rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0","22","Coho salmon (adult)",1.32879425,"p-value",0.305480666666667,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
77,"20plus_pval_rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0","22","Coho salmon (adult)",1.32879425,"p-value",0.3665768,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
78,"20minus_pval_rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0","22","Coho salmon (adult)",1.32879425,"p-value",0.244384533333333,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
79,"mean_pval_rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",3.93987445,"p-value",0.360248384615385,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
80,"20plus_pval_rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",3.93987445,"p-value",0.432298061538462,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
81,"20minus_pval_rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",3.93987445,"p-value",0.288198707692308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
82,"mean_pval_rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",5.07211545,"p-value",0.360248384615385,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
83,"20plus_pval_rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",5.07211545,"p-value",0.432298061538462,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
84,"20minus_pval_rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",5.07211545,"p-value",0.288198707692308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
85,"mean_pval_rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",6.6310386,"p-value",0.360248384615385,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
86,"20plus_pval_rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",6.6310386,"p-value",0.432298061538462,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
87,"20minus_pval_rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",6.6310386,"p-value",0.288198707692308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Upper Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
88,"mean_pval_rcp85_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.343699,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
89,"20plus_pval_rcp85_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.4124388,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
90,"20minus_pval_rcp85_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.2749592,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
91,"mean_pval_rcp85_2030_2039_Middle Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",2.0957217,"p-value",0.343699,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
92,"20plus_pval_rcp85_2030_2039_Middle Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",2.0957217,"p-value",0.4124388,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
93,"20minus_pval_rcp85_2030_2039_Middle Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",2.0957217,"p-value",0.2749592,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Middle Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
94,"mean_pval_rcp85_2030_2039_Lower Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.1686376,"p-value",0.15591425,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
95,"20plus_pval_rcp85_2030_2039_Lower Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.1686376,"p-value",0.1870971,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
96,"20minus_pval_rcp85_2030_2039_Lower Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.1686376,"p-value",0.1247314,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
97,"mean_pval_rcp85_2030_2039_Middle Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.0364518,"p-value",0.15591425,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
98,"20plus_pval_rcp85_2030_2039_Middle Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.0364518,"p-value",0.1870971,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
99,"20minus_pval_rcp85_2030_2039_Middle Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.0364518,"p-value",0.1247314,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Middle Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
100,"mean_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.1991386,"p-value",0.368164,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
101,"20plus_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.1991386,"p-value",0.4417968,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
102,"20minus_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.1991386,"p-value",0.2945312,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp85_2030_2039_Lower Ptarmigan Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
103,"mean_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0","22","Coho salmon (adult)",3.0674263,"p-value",0.129883,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
104,"20plus_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0","22","Coho salmon (adult)",3.0674263,"p-value",0.1558596,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
105,"20minus_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0","22","Coho salmon (adult)",3.0674263,"p-value",0.1039064,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
106,"mean_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",4.07234805,"p-value",0.297235857142857,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
107,"20plus_pval_rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1","22","Coho salmon (adult)",4.07234805,"p-value",0.356683028571429,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp85_2030_2039_Lower Ptarmigan Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
