"NRun","Run_Name","Species_Num","Species_txt","Initial_W","fit.to","fit.to.value","First_day","Last_day","N_indiv","Oxycal","calc.pop_mort","calc.spawn","calc.nut","calc.contaminant","Init_pred_conc","contam_eq","T_File","Diet_File","Prey_E_File","Indigest_Prey_File","Pred_E_File","Mort_File","Reprod_File","Contam_Prey_C_File","Contam_assim_File","Contam_TE_File","Phos_Ae_File","Phos_Co_Pred_File","Phos_Co_Prey_File","Nit_Ae_File","Nit_Co_Pred_File","Nit_Co_Prey_File","FB4_Log_File"
1,"mean_pval_rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",1.4516947,"p-value",0.308435,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
2,"20plus_pval_rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",1.4516947,"p-value",0.370122,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
3,"20minus_pval_rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",1.4516947,"p-value",0.246748,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
4,"mean_pval_rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",1.649657,"p-value",0.308435,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
5,"20plus_pval_rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",1.649657,"p-value",0.370122,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
6,"20minus_pval_rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",1.649657,"p-value",0.246748,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
7,"mean_pval_rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.0134187,"p-value",0.308435,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
8,"20plus_pval_rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.0134187,"p-value",0.370122,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
9,"20minus_pval_rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0","21","Chinook salmon (adult)",3.0134187,"p-value",0.246748,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Upper Beaver Creek_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
10,"mean_pval_rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0","22","Coho salmon (adult)",1.32879425,"p-value",0.305480666666667,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
11,"20plus_pval_rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0","22","Coho salmon (adult)",1.32879425,"p-value",0.3665768,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
12,"20minus_pval_rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0","22","Coho salmon (adult)",1.32879425,"p-value",0.244384533333333,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
13,"mean_pval_rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",3.93987445,"p-value",0.360248384615385,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
14,"20plus_pval_rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",3.93987445,"p-value",0.432298061538462,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
15,"20minus_pval_rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",3.93987445,"p-value",0.288198707692308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
16,"mean_pval_rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",5.07211545,"p-value",0.360248384615385,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
17,"20plus_pval_rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",5.07211545,"p-value",0.432298061538462,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
18,"20minus_pval_rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",5.07211545,"p-value",0.288198707692308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
19,"mean_pval_rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",6.6310386,"p-value",0.360248384615385,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
20,"20plus_pval_rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",6.6310386,"p-value",0.432298061538462,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
21,"20minus_pval_rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1","22","Coho salmon (adult)",6.6310386,"p-value",0.288198707692308,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Upper Beaver Creek_Coho_Age_1/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
22,"mean_pval_rcp60_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.343699,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
23,"20plus_pval_rcp60_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.4124388,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
24,"20minus_pval_rcp60_2030_2039_Lower Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",1.2763597,"p-value",0.2749592,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Lower Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
25,"mean_pval_rcp60_2030_2039_Middle Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",2.0957217,"p-value",0.343699,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
26,"20plus_pval_rcp60_2030_2039_Middle Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",2.0957217,"p-value",0.4124388,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
27,"20minus_pval_rcp60_2030_2039_Middle Kenai River_Chinook_Age_0","21","Chinook salmon (adult)",2.0957217,"p-value",0.2749592,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Temperature.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Diet_prop.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Prey_E.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv","all_projected_sims/chnk/rcp60_2030_2039_Middle Kenai River_Chinook_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
28,"mean_pval_rcp60_2030_2039_Lower Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.1686376,"p-value",0.15591425,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
29,"20plus_pval_rcp60_2030_2039_Lower Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.1686376,"p-value",0.1870971,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
30,"20minus_pval_rcp60_2030_2039_Lower Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.1686376,"p-value",0.1247314,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Lower Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
31,"mean_pval_rcp60_2030_2039_Middle Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.0364518,"p-value",0.15591425,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
32,"20plus_pval_rcp60_2030_2039_Middle Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.0364518,"p-value",0.1870971,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
33,"20minus_pval_rcp60_2030_2039_Middle Kenai River_Coho_Age_0","22","Coho salmon (adult)",1.0364518,"p-value",0.1247314,1,101,1,13560,"FALSE","FALSE","FALSE","FALSE","NA","NA","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Temperature.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Diet_prop.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Prey_E.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Indigestible_Prey.csv","all_projected_sims/coho/rcp60_2030_2039_Middle Kenai River_Coho_Age_0/Pred_E.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FB4_projected_models.csv"
