Date-Time,FB4.version,FB4.File_dir,FB4_Log_File,Species_Num,Species_txt,Values_from,Run_Name,Initial_W,fit.to,fit.to.value,First_day,Last_day,N_indiv,Oxycal,p-value,Total consumption (g),Final weight (g),Pop Number,Pop Biomass (g),Cum. Cons. Pop. (g),Run time (s),OK. Energy budget balanced.,T_File,Diet_prop_File,Prey_E_File,EGEQ,Indigestible_Prey,PREDEDEQ,Predator_ED,calc.pop_mort,Mortality_File,calc.spawn,Reproduction_File,calc.contaminant,Prey_conc_File,Contam_assim_File,Contam_trans_eff_File,Init_Pred-conc,Contam_EQ,calc.nut
Sun Jun 26 15:06:51 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,21,Chinook salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Lower Kenai River_Chinook_Age_0,1.1817263,Weight,2.151772,1,29,1,13560,0.48053,4.986,2.152,1,2.152,4.986,0.779,0,chnk/2016_Early Summer_Lower Kenai River_Chinook_Age_0/Temperature.csv,chnk/2016_Early Summer_Lower Kenai River_Chinook_Age_0/Diet_prop.csv,chnk/2016_Early Summer_Lower Kenai River_Chinook_Age_0/Prey_E.csv,3,chnk/2016_Early Summer_Lower Kenai River_Chinook_Age_0/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:52 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,4.0212603,Weight,5.796836,1,28,1,13560,0.42807,10.489,5.797,1,5.797,10.489,0.603,0,coho/2016_Early Summer_Lower Beaver Creek_Coho_Age_1/Temperature.csv,coho/2016_Early Summer_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv,coho/2016_Early Summer_Lower Beaver Creek_Coho_Age_1/Prey_E.csv,3,coho/2016_Early Summer_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:53 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Middle Beaver Creek_Coho_Age_1,4.9312492,Weight,5.963891,1,26,1,13560,0.34375,8.422,5.964,1,5.964,8.422,0.458,0,coho/2016_Early Summer_Middle Beaver Creek_Coho_Age_1/Temperature.csv,coho/2016_Early Summer_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv,coho/2016_Early Summer_Middle Beaver Creek_Coho_Age_1/Prey_E.csv,3,coho/2016_Early Summer_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:54 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Upper Beaver Creek_Coho_Age_1,6.6310386,Weight,7.870698,1,27,1,13560,0.348572,11.047,7.871,1,7.871,11.047,1.409,0,coho/2016_Early Summer_Upper Beaver Creek_Coho_Age_1/Temperature.csv,coho/2016_Early Summer_Upper Beaver Creek_Coho_Age_1/Diet_prop.csv,coho/2016_Early Summer_Upper Beaver Creek_Coho_Age_1/Prey_E.csv,3,coho/2016_Early Summer_Upper Beaver Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:55 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Lower Russian River_Coho_Age_1,3.6564489,Weight,5.8031,1,48,1,13560,0.370995,13.689,5.803,1,5.803,13.689,1.411,0,coho/2016_Early Summer_Lower Russian River_Coho_Age_1/Temperature.csv,coho/2016_Early Summer_Lower Russian River_Coho_Age_1/Diet_prop.csv,coho/2016_Early Summer_Lower Russian River_Coho_Age_1/Prey_E.csv,3,coho/2016_Early Summer_Lower Russian River_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:57 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Middle Russian River_Coho_Age_1,4.6537489,Weight,6.812922,1,29,1,13560,0.453751,13.316,6.813,1,6.813,13.316,0.965,0,coho/2016_Early Summer_Middle Russian River_Coho_Age_1/Temperature.csv,coho/2016_Early Summer_Middle Russian River_Coho_Age_1/Diet_prop.csv,coho/2016_Early Summer_Middle Russian River_Coho_Age_1/Prey_E.csv,3,coho/2016_Early Summer_Middle Russian River_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:58 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2016_Early Summer_Lower Ptarmigan Creek_Coho_Age_1,3.9226176,Weight,5.532359,1,26,1,13560,0.39267,8.445,5.532,1,5.532,8.445,0.902,0,coho/2016_Early Summer_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv,coho/2016_Early Summer_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv,coho/2016_Early Summer_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv,3,coho/2016_Early Summer_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:06:59 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,21,Chinook salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Middle Kenai River_Chinook_Age_0,2.0957217,Weight,2.732949,1,24,1,13560,0.380981,4.681,2.733,1,2.733,4.681,0.629,0,chnk/2015_Mid-Summer_Middle Kenai River_Chinook_Age_0/Temperature.csv,chnk/2015_Mid-Summer_Middle Kenai River_Chinook_Age_0/Diet_prop.csv,chnk/2015_Mid-Summer_Middle Kenai River_Chinook_Age_0/Prey_E.csv,3,chnk/2015_Mid-Summer_Middle Kenai River_Chinook_Age_0/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:01 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_0,0.8069425,Weight,1.140439,1,38,1,13560,0.330688,3.555,1.14,1,1.14,3.555,0.713,0,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_0/Temperature.csv,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_0/Diet_prop.csv,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_0/Prey_E.csv,3,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_0/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:01 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1,4.2417509,Weight,6.320562,1,38,1,13560,0.408325,14.893,6.321,1,6.321,14.893,0.662,0,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1/Temperature.csv,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1/Diet_prop.csv,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1/Prey_E.csv,3,coho/2015_Mid-Summer_Lower Beaver Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:03 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1,5.6730644,Weight,6.145293,1,28,1,13560,0.299561,8.804,6.145,1,6.145,8.804,0.621,0,coho/2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1/Temperature.csv,coho/2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1/Diet_prop.csv,coho/2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1/Prey_E.csv,3,coho/2015_Mid-Summer_Middle Beaver Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:03 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Middle Russian River_Coho_Age_0,1.4390184,Weight,1.950375,1,28,1,13560,0.367188,4.506,1.95,1,1.95,4.506,0.352,0,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_0/Temperature.csv,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_0/Diet_prop.csv,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_0/Prey_E.csv,3,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_0/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:04 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Middle Russian River_Coho_Age_1,8.455798,Weight,10.459693,1,28,1,13560,0.481636,20.571,10.46,1,10.46,20.571,1.018,0,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_1/Temperature.csv,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_1/Diet_prop.csv,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_1/Prey_E.csv,3,coho/2015_Mid-Summer_Middle Russian River_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:05 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Upper Russian River_Coho_Age_0,1.611731,Weight,1.891717,1,30,1,13560,0.320221,4.315,1.892,1,1.892,4.315,0.572,0,coho/2015_Mid-Summer_Upper Russian River_Coho_Age_0/Temperature.csv,coho/2015_Mid-Summer_Upper Russian River_Coho_Age_0/Diet_prop.csv,coho/2015_Mid-Summer_Upper Russian River_Coho_Age_0/Prey_E.csv,3,coho/2015_Mid-Summer_Upper Russian River_Coho_Age_0/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:06 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1,5.0419971,Weight,6.192925,1,26,1,13560,0.349335,9.112,6.193,1,6.193,9.112,0.702,0,coho/2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1/Temperature.csv,coho/2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1/Diet_prop.csv,coho/2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1/Prey_E.csv,3,coho/2015_Mid-Summer_Lower Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:07 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,5.5635839,Weight,7.415637,1,26,1,13560,0.399918,11.552,7.416,1,7.416,11.552,0.809,0,coho/2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1/Temperature.csv,coho/2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1/Diet_prop.csv,coho/2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1/Prey_E.csv,3,coho/2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
Sun Jun 26 15:07:08 2022,v1.1.3,/Volumes/GoogleDrive/My Drive/UAF Semesters/Thesis/Current Draft/Chapter 1/submissions/new submission/v3_draft_TAFS_Meyer/v3_submission_format/kenai_juv_salmon_growth_analyses/other/FB4_1.1.3_2015_2016.1,FB4_2015_2016_models.csv,22,Coho salmon (adult),design_2015_2016_final.csv,2015_Mid-Summer_Lower Kenai River_Coho_Age_0,1.1686376,Weight,1.349655,1,21,1,13560,0.181244,1.318,1.35,1,1.35,1.318,0.465,0,coho/2015_Mid-Summer_Lower Kenai River_Coho_Age_0/Temperature.csv,coho/2015_Mid-Summer_Lower Kenai River_Coho_Age_0/Diet_prop.csv,coho/2015_Mid-Summer_Lower Kenai River_Coho_Age_0/Prey_E.csv,3,coho/2015_Mid-Summer_Lower Kenai River_Coho_Age_0/Indigestible_Prey.csv,2,ED = a+b*W,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE
