"day","temperature"
1,14.8
2,15
3,15.2
4,16
5,16.1
6,15.9
7,15.4
8,15.1
9,14.9
10,14.7
11,14.7
12,14.4
13,13.9
14,14.5
15,14.1
16,14.6
17,14.7
18,14.9
19,14.9
20,14.8
21,15.3
22,15.6
23,15.8
24,15.4
25,15
26,14.8
