"day","temperature"
1,12.3
2,12.6
3,12.4
4,12.4
5,13.1
6,13.4
7,13
8,13.1
9,14.3
10,14.8
11,15
12,14.7
13,15.2
14,15
15,15.1
16,15.8
17,15
18,13.9
19,13.9
20,13.8
21,13.9
