"sample.id","spp","sample.event","event.num","river","reach","site","year","prey","preycat","quantity","dm_mg","season","prey_type","PreyCategory_ED","diet","wet_dry_ratio","energy_density_jg","source","wm_mg","Date","age","wt_g","len_mm"
"LBC-F1-20150604-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Coleoptera ADULT","InvertTerrestrial_TerOrigin",1,1.55416945202566,"Early Summer","Coleoptera adults","InvertTerrestrial","Diet3",0.29,5250,"McCarthy et al. 2009",5.35920500698503,2015-06-04,1,4.7,75
"LBC-F1-20150604-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.0481227487825175,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.283074992838338,2015-06-04,1,4.9,75
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",2,0.242944461155463,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.42908506562037,2015-06-04,1,5.3,79
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",2,0.135485712033519,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.79697477666776,2015-06-04,1,5.3,79
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",2,0.063815889106885,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.375387582981677,2015-06-04,1,5.3,79
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",2,0,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-04,1,5.3,79
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",1,0,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-04,1,5.3,79
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Ephemeroptera LARVAE","InvertAquatic",1,1.13496557709069,"Early Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",8.73050443915912,2015-06-04,1,5.3,79
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.143346830805427,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.843216651796628,2015-06-04,1,5.3,79
"LBC-F1-20150604-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Insect ADULT","InvertUnknown",1,0,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-04,1,4.4,75
"LBC-F1-20150604-D6","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","OLIGOCHAETA ADULT","InvertAquatic",1,0.99676130404131,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",5.86330178847829,2015-06-04,1,6.5,88
"LBC-F1-20150604-D6","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Plecoptera ADULT","InvertTerrestrial_AqOrigin",1,10.6572017867999,"Early Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",81.9784752830765,2015-06-04,1,6.5,88
"LBC-F1-20150605-D1","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.0481227487825175,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.283074992838338,2015-06-05,1,8.4,88
"LBC-F1-20150605-D10","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.0414413759633416,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.230229866463009,2015-06-05,1,3.6,67
"LBC-F1-20150605-D10","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.0481227487825175,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.283074992838338,2015-06-05,1,3.6,67
"LBC-F1-20150605-D11","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Salmonid","Fish",1,54.820618808256,"Early Summer","Salmonid","FishEggs","Diet1",0.249,5235,"Brey et al. 2010 (DM); Beauchamp 1989 (Energy Density)",220.163127744,2015-06-05,1,5.4,88
"LBC-F1-20150605-D11","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Salmonid","Fish",1,26.591196659544,"Early Summer","Salmonid","FishEggs","Diet1",0.249,5235,"Brey et al. 2010 (DM); Beauchamp 1989 (Energy Density)",106.791954456,2015-06-05,1,5.4,88
"LBC-F1-20150605-D11","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Collembola ADULT","InvertTerrestrial_TerOrigin",3,0.0524746594057343,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.308674467092555,2015-06-05,1,5.4,88
"LBC-F1-20150605-D12","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Simuliidae LARVAE","InvertAquatic",1,0.0546565347336101,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.321509027844765,2015-06-05,1,3.7,60
"LBC-F1-20150605-D12","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.191596592739029,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",1.06442551521683,2015-06-05,1,3.7,60
"LBC-F1-20150605-D13","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.104396395815117,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.614096445971274,2015-06-05,2,15,112
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Carabidae ADULT","InvertTerrestrial_TerOrigin",2,1.11449546880607,"Early Summer","Coleoptera adults","InvertTerrestrial","Diet3",0.29,5250,"McCarthy et al. 2009",3.84308782346922,2015-06-05,1,5.8,80
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Staphylinidae ADULT","InvertTerrestrial_TerOrigin",2,0.530790963722097,"Early Summer","Coleoptera adults","InvertTerrestrial","Diet3",0.29,5250,"McCarthy et al. 2009",1.83031366800723,2015-06-05,1,5.8,80
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Ichneumonidae ADULT","InvertTerrestrial_TerOrigin",2,18.3287975080646,"Early Summer","Hymenoptera adults","InvertTerrestrial","Diet3",0.24,5250,"McCarthy et al. 2009",76.3699896169357,2015-06-05,1,5.8,80
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Simuliidae LARVAE","InvertAquatic",1,0.254465364629208,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.49685508605417,2015-06-05,1,5.8,80
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",2,0,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-05,1,5.8,80
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.121472230577732,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.714542532810186,2015-06-05,1,5.8,80
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.881524092701289,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",4.89735607056272,2015-06-05,1,6.9,85
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Insect ADULT","InvertUnknown",1,0,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-05,1,6.9,85
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",1,0,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-05,1,6.9,85
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,1.51961020399863,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",8.44227891110348,2015-06-05,1,6.9,85
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.479020419770758,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",2.66122455428199,2015-06-05,1,3.1,64
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",3,0.12,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.666666666666667,2015-06-05,1,3.1,64
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.0319079445534425,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.187693791490838,2015-06-05,1,3.1,64
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.0161552155521922,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.0950306797187774,2015-06-05,1,3.1,64
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Staphylinidae ADULT","InvertTerrestrial_TerOrigin",1,0.265395481861048,"Early Summer","Coleoptera adults","InvertTerrestrial","Diet3",0.29,5250,"McCarthy et al. 2009",0.915156834003616,2015-06-05,1,2.4,65
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",2,0.0962454975650349,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.566149985676676,2015-06-05,1,2.4,65
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.104396395815117,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.614096445971274,2015-06-05,1,2.4,65
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.29690471412581,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",1.64947063403228,2015-06-05,1,2.4,65
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.561151812368587,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",3.11751006871437,2015-06-05,1,2.4,65
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Collembola ADULT","InvertTerrestrial_TerOrigin",3,0.0524746594057343,"Early Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.308674467092555,2015-06-05,1,2.4,65
"LBC-F1-20150605-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Trichoptera ADULT","InvertTerrestrial_AqOrigin",1,7.94328234724282,"Early Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",61.1021719018679,2015-06-05,1,4.4,75
"LBC-F1-20150605-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Trichoptera ADULT","InvertTerrestrial_AqOrigin",1,4.15873226934392,"Early Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",31.9902482257225,2015-06-05,1,4.4,75
"LBC-F1-20150605-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.0110425151496463,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.0649559714685074,2015-06-05,1,4.4,75
"LBC-F1-20150605-D6","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.0414413759633416,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.230229866463009,2015-06-05,1,3.1,69
"LBC-F1-20150605-D7","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.190356302463063,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.11974295566508,2015-06-05,1,5.2,79
"LBC-F1-20150605-D7","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Fish","Fish",1,2.497294953,"Early Summer","Salmonid","FishEggs","Diet1",0.249,5235,"Brey et al. 2010 (DM); Beauchamp 1989 (Energy Density)",10.029297,2015-06-05,1,5.2,79
"LBC-F1-20150605-D8","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.0879653511253491,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.488696395140829,2015-06-05,1,3.8,70
"LBC-F1-20150605-D8","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.29690471412581,"Early Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",1.64947063403228,2015-06-05,1,3.8,70
"LBC-F1-20150605-D8","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1","2015","Empididae LARVAE","InvertAquatic",1,0.18417831599254,"Early Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.08340185877965,2015-06-05,1,3.8,70
"LBC-F1-20150629-D1","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.162700910564883,"Mid-Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.903893947582683,2015-06-29,1,4.7,73
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Baetidae LARVAE","InvertAquatic",1,1.42538680659334,"Mid-Summer","Coleoptera adults","InvertTerrestrial","Diet3",0.29,5250,"McCarthy et al. 2009",4.91512691928738,2015-06-29,1,7,80
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",2,0.208792791630233,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.22819289194255,2015-06-29,1,7,80
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.0481227487825175,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.283074992838338,2015-06-29,1,7,80
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.162700910564883,"Mid-Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.903893947582683,2015-06-29,1,7,80
"LBC-F1-20150629-D12","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Perlidae ADULT","InvertTerrestrial_AqOrigin",1,0.0430992398959956,"Mid-Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",0.331532614584581,2015-06-29,1,4.3,71
"LBC-F1-20150629-D12","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.0174915531352448,"Mid-Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.102891489030852,2015-06-29,1,4.3,71
"LBC-F1-20150629-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.293017848920739,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.72363440541611,2015-06-29,1,4,67
"LBC-F1-20150629-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.195746645069701,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.15145085335118,2015-06-29,1,4,67
"LBC-F1-20150629-D4","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.162700910564883,"Mid-Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",0.903893947582683,2015-06-29,1,6.1,79
"LBC-F1-20150629-D5","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Hemiptera ADULT","InvertTerrestrial_TerOrigin",1,2.64599875479129,"Mid-Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",14.6999930821738,2015-06-29,1,5.9,80
"LBC-F1-20150629-D5","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Trichoptera LARVAE","InvertAquatic",1,1.40417540751431,"Mid-Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",10.8013492885716,2015-06-29,1,5.9,80
"LBC-F1-20150629-D5","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",2,0.063815889106885,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.375387582981677,2015-06-29,1,5.9,80
"LBC-F1-20150629-D7","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Trichoptera LARVAE","InvertAquatic",1,2.05144793910485,"Mid-Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",15.780368762345,2015-06-29,1,6.4,85
"LBC-F1-20150629-D8","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.0677428560167596,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.39848738833388,2015-06-29,1,3.7,65
"LBC-F1-20150629-D9","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.317252030899834,"Mid-Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",1.76251128277685,2015-06-29,1,3.7,70
"LBC-F1-20150629-D9","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Ceratopogonidae LARVAE","InvertAquatic",1,0.208542917919763,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.22672304658684,2015-06-29,1,3.7,70
"LBC-F1-20150629-D9","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Insect LARVAE","InvertUnknown",1,0,"Mid-Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-29,1,3.7,70
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Ephemeroptera LARVAE","InvertAquatic",1,1.13496557709069,"Mid-Summer","Aquatic nymphs","InvertAquatic_AqOrigin","Diet2",0.13,3221,"McCarthy et al. 2009",8.73050443915912,2015-06-30,1,4.6,74
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-30,1,4.6,74
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-30,1,4.6,74
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0,2015-06-30,1,4.6,74
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,2.23158986616065,"Mid-Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",13.1269992127097,2015-06-30,1,4.6,74
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.273653813685448,"Mid-Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",1.52029896491915,2015-06-30,1,4.6,74
"LBC-F1-20150630-D4","Chinook","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",2,0.391493290139402,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",2.30290170670236,2015-06-30,0,2,54
"LBC-F1-20150630-D4","Chinook","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",4,0.270971424067038,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",1.59394955333552,2015-06-30,0,2,54
"LBC-F1-20150630-D4","Chinook","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera PUPAE","InvertAquatic",1,0.104396395815117,"Mid-Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.614096445971274,2015-06-30,0,2,54
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",2,0.858693820867513,"Late Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",4.77052122704174,2015-08-06,1,8.6,87
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1","2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",2,0.325401821129766,"Late Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",1.80778789516537,2015-08-06,1,8.6,87
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",3,2.75319407619039,"Late Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",15.2955226455022,2015-08-06,1,8.6,87
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1","2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",2,0.383193185478057,"Late Summer","Winged insects","InvertTerrestrial_AqOrigin","Diet4",0.18,4225,"McCarthy et al. 2009",2.12885103043365,2015-08-06,1,8.6,87
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1","2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.0392447245150072,"Late Summer","Aquatic other","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.230851320676513,2015-08-06,1,8.6,87
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1","2015","Chironomidae LARVAE","InvertAquatic",1,0.0677428560167596,"Late Summer","Aquatic larvae, soft-bodied","InvertAquatic_AqOrigin","Diet2",0.17,3221,"McCarthy et al. 2009",0.39848738833388,2015-08-06,1,8.6,87
