"river_spp","river","sample.id","sample.event","reach","year","sample.event.num","spp","wt_g","len_mm","age","Date","Site.ID","Hydrologic.Segment","season","doy"
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.5,64,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.4,64,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",2.1,64,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",2.9,64,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Russian River 
 Coho","Russian River","LRR-F2-20150609-D3","LRR-2015-1","LRR","2015","1","Coho",2.9,64,1,2015-06-09,"LRR-F2-2015","Lower","Early Summer",160
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",2.5,64,1,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",2.9,64,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.2,64,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.2,64,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150730-D14","LPC-2015-2","LPC","2015","2","Coho",3.1,64,1,2015-07-30,"LPC-F1-2015","Lower","Mid-Summer",211
"Beaver Creek 
 Chinook","Beaver Creek","LBC-F1-20150806-D5","LBC-2015-3","LBC","2015","3","Chinook",3.2,64,1,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Russian River 
 Chinook","Russian River","LRR-F2-20150609-D5","LRR-2015-1","LRR","2015","1","Chinook",3.1,65,0,2015-06-09,"LRR-F2-2015","Lower","Early Summer",160
"Russian River 
 Coho","Russian River","LRR-F1-20150811-D11","LRR-2015-3","LRR","2015","3","Coho",2.7,65,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",3,65,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",2.8,65,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Kenai River 
 Chinook","Kenai River","MSRR-F1-20150817-D5","MSRR-2015-3","MSRR","2015","3","Chinook",3.2,65,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Chinook","Kenai River","MSRR-F1-20150817-D7","MSRR-2015-3","MSRR","2015","3","Chinook",3.3,65,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Russian River 
 Coho","Russian River","URR-F1-20150820-D13","URR-2015-3","URR","2015","3","Coho",3.1,65,0,2015-08-20,"URR-F1-2015","Upper","Late Summer",232
"Russian River 
 Coho","Russian River","URR-F1-20150820-D3","URR-2015-3","URR","2015","3","Coho",3.2,65,0,2015-08-20,"URR-F1-2015","Upper","Late Summer",232
"Russian River 
 Coho","Russian River","URR-F1-20150820-D7","URR-2015-3","URR","2015","3","Coho",3.2,65,0,2015-08-20,"URR-F1-2015","Upper","Late Summer",232
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150825-D11","LPC-2015-3","LPC","2015","3","Coho",3.1,65,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Chinook","Ptarmigan Creek","LPC-F1-20150825-D18","LPC-2015-3","LPC","2015","3","Chinook",2.7,65,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Chinook","Ptarmigan Creek","LPC-F1-20150825-D20","LPC-2015-3","LPC","2015","3","Chinook",3,65,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F1-20150826-D3","MPC-2015-3","MPC","2015","3","Coho",3.2,65,0,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F1-20150826-D9","MPC-2015-3","MPC","2015","3","Coho",3.3,65,0,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150605-D3","LBC-2015-1","LBC","2015","1","Coho",2.4,65,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",2.1,65,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",2.1,65,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Russian River 
 Coho","Russian River","LRR-F1-20150608-D6","LRR-2015-1","LRR","2015","1","Coho",3,65,1,2015-06-08,"LRR-F1-2015","Lower","Early Summer",159
"Russian River 
 Coho","Russian River","NA","LRR-2015-1","LRR","2015","1","Coho",2.6,65,1,2015-06-08,"LRR-F1-2015","Lower","Early Summer",159
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",3.8,65,1,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-1","LPC","2015","1","Coho",3.1,65,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150629-D8","LBC-2015-2","LBC","2015","2","Coho",3.7,65,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",2.7,65,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.1,65,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",2.9,65,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","MBC-F1-20150713-D4","MBC-2015-2","MBC","2015","2","Coho",3.8,65,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-2","MBC","2015","2","Coho",3.9,65,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-2","MBC","2015","2","Coho",2.9,65,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150730-D11","LPC-2015-2","LPC","2015","2","Coho",3.1,65,1,2015-07-30,"LPC-F1-2015","Lower","Mid-Summer",211
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150806-D14","LBC-2015-3","LBC","2015","3","Coho",3.1,65,1,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",3,65,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Beaver Creek 
 Coho","Beaver Creek","MBC-F1-20150810-D8","MBC-2015-3","MBC","2015","3","Coho",3.4,65,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",2.8,65,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",2.9,65,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Russian River 
 Coho","Russian River","LRR-F1-20150714-D4","LRR-2015-2","LRR","2015","2","Coho",3,66,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","URR-F1-20150721-D14","URR-2015-2","URR","2015","2","Coho",2.9,66,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Kenai River 
 Chinook","Kenai River","MSRR-F1-20150724-D9","MSRR-2015-2","MSRR","2015","2","Chinook",3.2,66,0,2015-07-24,"MSRR-F1-2015","Middle","Mid-Summer",205
"Russian River 
 Coho","Russian River","NA","MRR-2015-3","MRR","2015","3","Coho",3.2,66,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Russian River 
 Coho","Russian River","NA","MRR-2015-3","MRR","2015","3","Coho",3.2,66,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F1-20150826-D6","MPC-2015-3","MPC","2015","3","Coho",3.4,66,0,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","MPC-2015-3","MPC","2015","3","Coho",3.5,66,0,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3,66,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",2.9,66,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-1","MBC","2015","1","Coho",2.9,66,1,2015-06-07,"MBC-F1-2015","Middle","Early Summer",158
"Russian River 
 Coho","Russian River","LRR-F1-20150608-D1","LRR-2015-1","LRR","2015","1","Coho",3.9,66,1,2015-06-08,"LRR-F1-2015","Lower","Early Summer",159
"Russian River 
 Coho","Russian River","LRR-F1-20150608-D5","LRR-2015-1","LRR","2015","1","Coho",3.2,66,1,2015-06-08,"LRR-F1-2015","Lower","Early Summer",159
"Russian River 
 Coho","Russian River","URR-F1-20150616-D2","URR-2015-1","URR","2015","1","Coho",3.3,66,1,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","URR-F1-20150616-D4","URR-2015-1","URR","2015","1","Coho",4.4,66,1,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150623-D4","LPC-2015-1","LPC","2015","1","Coho",3.4,66,1,2015-06-23,"LPC-F1-2015","Lower","Early Summer",174
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150625-D2","LPC-2015-1","LPC","2015","1","Coho",3.3,66,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.7,66,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.8,66,1,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",3.4,66,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Russian River 
 Chinook","Russian River","URR-F1-20150721-D9","URR-2015-2","URR","2015","2","Chinook",3.4,67,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Kenai River 
 Chinook","Kenai River","NA","MSRR-2015-2","MSRR","2015","2","Chinook",3.3,67,0,2015-07-24,"MSRR-F1-2015","Middle","Mid-Summer",205
"Russian River 
 Coho","Russian River","LRR-F1-20150811-D10","LRR-2015-3","LRR","2015","3","Coho",3.5,67,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","LRR-F1-20150811-D4","LRR-2015-3","LRR","2015","3","Coho",3.5,67,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-3","LPC","2015","3","Coho",3.4,67,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-3","LPC","2015","3","Coho",3.6,67,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","MPC-2015-3","MPC","2015","3","Coho",3.2,67,0,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150605-D10","LBC-2015-1","LBC","2015","1","Coho",3.6,67,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-1","MBC","2015","1","Coho",3.5,67,1,2015-06-07,"MBC-F1-2015","Middle","Early Summer",158
"Russian River 
 Coho","Russian River","URR-F1-20150616-D7","URR-2015-1","URR","2015","1","Coho",3.5,67,1,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150625-D4","LPC-2015-1","LPC","2015","1","Coho",2.9,67,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150629-D3","LBC-2015-2","LBC","2015","2","Coho",4,67,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.5,67,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.8,67,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.7,67,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.4,67,1,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.4,67,1,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.8,67,1,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-2","MBC","2015","2","Coho",4,67,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-2","MBC","2015","2","Coho",3.5,67,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",3.9,67,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Kenai River 
 Chinook","Kenai River","MSRR-F1-20150724-D17","MSRR-2015-2","MSRR","2015","2","Chinook",3.4,68,0,2015-07-24,"MSRR-F1-2015","Middle","Mid-Summer",205
"Russian River 
 Coho","Russian River","LRR-F1-20150811-D2","LRR-2015-3","LRR","2015","3","Coho",3.7,68,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",3.2,68,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150825-D13","LPC-2015-3","LPC","2015","3","Coho",3.9,68,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-3","LPC","2015","3","Coho",3.3,68,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","MPC-2015-3","MPC","2015","3","Coho",3.4,68,0,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-1","MBC","2015","1","Coho",3.3,68,1,2015-06-07,"MBC-F1-2015","Middle","Early Summer",158
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-1","MBC","2015","1","Coho",3.3,68,1,2015-06-07,"MBC-F1-2015","Middle","Early Summer",158
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150625-D1","LPC-2015-1","LPC","2015","1","Coho",3.4,68,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150625-D10","LPC-2015-1","LPC","2015","1","Coho",3.3,68,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.5,68,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.4,68,1,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-2","UBC","2015","2","Coho",3.6,68,1,2015-07-02,"UBC-F1-2015","Upper","Mid-Summer",183
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150730-D10","LPC-2015-2","LPC","2015","2","Coho",3.9,68,1,2015-07-30,"LPC-F1-2015","Lower","Mid-Summer",211
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",4.3,68,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",3.6,68,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",3.9,68,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",3.5,68,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",4.4,68,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",3.1,68,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Kenai River 
 Chinook","Kenai River","MSRR-F1-20150724-D11","MSRR-2015-2","MSRR","2015","2","Chinook",3.7,69,0,2015-07-24,"MSRR-F1-2015","Middle","Mid-Summer",205
"Russian River 
 Coho","Russian River","MRR-F1-20150812-D13","MRR-2015-3","MRR","2015","3","Coho",3.2,69,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Russian River 
 Coho","Russian River","MRR-F1-20150812-D14","MRR-2015-3","MRR","2015","3","Coho",3.4,69,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Russian River 
 Coho","Russian River","NA","MRR-2015-3","MRR","2015","3","Coho",3.5,69,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Kenai River 
 Chinook","Kenai River","MSRR-F1-20150817-D6","MSRR-2015-3","MSRR","2015","3","Chinook",3.6,69,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-3","LPC","2015","3","Coho",3.4,69,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150605-D6","LBC-2015-1","LBC","2015","1","Coho",3.1,69,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.6,69,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.1,69,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-1","MBC","2015","1","Coho",3.9,69,1,2015-06-07,"MBC-F1-2015","Middle","Early Summer",158
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150625-D9","LPC-2015-1","LPC","2015","1","Coho",3.9,69,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150629-D11","LBC-2015-2","LBC","2015","2","Coho",4.1,69,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-2","UBC","2015","2","Coho",4,69,1,2015-07-02,"UBC-F1-2015","Upper","Mid-Summer",183
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-2","MBC","2015","2","Coho",4.5,69,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-2","LPC","2015","2","Coho",3.4,69,1,2015-07-30,"LPC-F1-2015","Lower","Mid-Summer",211
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",4.5,69,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Russian River 
 Coho","Russian River","MRR-F1-20150715-D14","MRR-2015-2","MRR","2015","2","Coho",3.8,70,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","URR-F1-20150820-D11","URR-2015-3","URR","2015","3","Coho",4.5,70,0,2015-08-20,"URR-F1-2015","Upper","Late Summer",232
"Beaver Creek 
 Chinook","Beaver Creek","LBC-F1-20150605-D8","LBC-2015-1","LBC","2015","1","Chinook",3.8,70,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.5,70,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.1,70,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.3,70,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",3.9,70,1,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F1-20150624-D1","MPC-2015-1","MPC","2015","1","Coho",4.6,70,1,2015-06-24,"MPC-F1-2015","Middle","Early Summer",175
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-1","LPC","2015","1","Coho",3.9,70,1,2015-06-25,"LPC-F1-2015","Lower","Early Summer",176
"Beaver Creek 
 Coho","Beaver Creek","LBC-F1-20150629-D9","LBC-2015-2","LBC","2015","2","Coho",3.7,70,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",4.1,70,1,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",3.9,70,1,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-2","UBC","2015","2","Coho",4.1,70,1,2015-07-02,"UBC-F1-2015","Upper","Mid-Summer",183
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-2","UBC","2015","2","Coho",3.7,70,1,2015-07-02,"UBC-F1-2015","Upper","Mid-Summer",183
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-2","UBC","2015","2","Coho",4.1,70,1,2015-07-02,"UBC-F1-2015","Upper","Mid-Summer",183
"Beaver Creek 
 Coho","Beaver Creek","MBC-F1-20150713-D13","MBC-2015-2","MBC","2015","2","Coho",3.8,70,1,2015-07-13,"MBC-F1-2015","Middle","Mid-Summer",194
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-2","LPC","2015","2","Coho",3.6,70,1,2015-07-30,"LPC-F1-2015","Lower","Mid-Summer",211
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F2-20150731-D3","MPC-2015-2","MPC","2015","2","Coho",4.2,70,1,2015-07-31,"MPC-F2-2015","Middle","Mid-Summer",212
"Beaver Creek 
 Coho","Beaver Creek","NA","UBC-2015-3","UBC","2015","3","Coho",4,70,1,2015-08-07,"UBC-F1-2015","Upper","Late Summer",219
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",3.5,70,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",4.1,70,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Beaver Creek 
 Coho","Beaver Creek","NA","MBC-2015-3","MBC","2015","3","Coho",3.4,70,1,2015-08-10,"MBC-F1-2015","Middle","Late Summer",222
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150825-D15","LPC-2015-3","LPC","2015","3","Coho",3.4,70,1,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150825-D16","LPC-2015-3","LPC","2015","3","Coho",3.6,70,1,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","LPC-F1-20150825-D3","LPC-2015-3","LPC","2015","3","Coho",4.6,70,1,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F1-20150826-D12","MPC-2015-3","MPC","2015","3","Coho",3.8,70,1,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","MPC-F1-20150826-D8","MPC-2015-3","MPC","2015","3","Coho",3.6,70,1,2015-08-26,"MPC-F1-2015","Middle","Late Summer",238
"Russian River 
 Coho","Russian River","URR-F1-20150721-D10","URR-2015-2","URR","2015","2","Coho",4.3,71,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Russian River 
 Chinook","Russian River","NA","LRR-2015-3","LRR","2015","3","Chinook",4.3,71,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",4.1,71,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-1","LBC","2015","1","Coho",3.4,71,1,2015-06-05,"LBC-F1-2015","Lower","Early Summer",156
