"river_spp","river","sample.id","sample.event","reach","year","sample.event.num","spp","wt_g","len_mm","age","Date","Site.ID","Hydrologic.Segment","season","doy"
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.2,30,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.5,32,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.4,33,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.8,34,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.3,34,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.5,34,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.4,34,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.3,35,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.3,35,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.4,35,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.6,35,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.5,35,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.8,35,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",1,36,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.4,36,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.7,36,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.9,36,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1,36,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.6,36,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.7,36,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.8,37,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",1,37,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.5,37,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",1,38,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",NA,38,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",0.8,38,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.8,38,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","LRR-2015-1","LRR","2015","1","Coho",0.7,39,0,2015-06-09,"LRR-F2-2015","Lower","Early Summer",160
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",1,39,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.8,39,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.7,39,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",1.1,40,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,40,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.9,40,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.8,40,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.8,40,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.7,40,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Chinook",0.6,40,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",0.7,40,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",0.5,40,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",0.7,40,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",0.8,40,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",0.7,40,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Russian River 
 Coho","Russian River","NA","MRR-2015-3","MRR","2015","3","Coho",0.8,40,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.8,40,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Russian River 
 Coho","Russian River","NA","URR-2015-3","URR","2015","3","Coho",0.8,40,0,2015-08-20,"URR-F1-2015","Upper","Late Summer",232
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",1,41,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,41,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.8,41,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",0.7,41,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.8,41,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.8,41,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","URR-2015-2","URR","2015","2","Coho",0.7,41,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Chinook",1.4,41,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Chinook",0.7,41,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",0.8,41,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",0.9,41,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.8,41,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.9,41,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Russian River 
 Coho","Russian River","NA","LRR-2015-1","LRR","2015","1","Coho",0.9,42,0,2015-06-09,"LRR-F2-2015","Lower","Early Summer",160
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",2.8,42,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1,42,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,42,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,42,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.7,42,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.8,42,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.9,42,0,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",1.1,42,0,2015-06-30,"LBC-F1-2015","Lower","Mid-Summer",181
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.8,42,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.6,42,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.8,42,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",1.2,42,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",1,42,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",1,42,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",0.7,42,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","MRR-2015-3","MRR","2015","3","Coho",0.7,42,0,2015-08-12,"MRR-F1-2015","Middle","Late Summer",224
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Chinook",0.9,42,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",1.3,42,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.8,42,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",0.9,42,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",0.8,42,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",1,42,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Russian River 
 Coho","Russian River","NA","URR-2015-3","URR","2015","3","Coho",0.8,42,0,2015-08-20,"URR-F1-2015","Upper","Late Summer",232
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,43,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.9,43,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",1,43,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-2","LBC","2015","2","Coho",0.7,43,0,2015-06-29,"LBC-F1-2015","Lower","Mid-Summer",180
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",1.1,43,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","URR-2015-2","URR","2015","2","Coho",1.2,43,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",0.9,43,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",0.9,43,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",0.9,43,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.8,43,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.9,43,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",0.9,43,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",1,43,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",1,43,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",0.8,43,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",1.1,43,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",1.1,43,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",1.5,44,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1,44,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",0.8,44,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.2,44,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.6,44,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.2,44,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.9,44,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.8,44,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.8,44,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.8,44,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.8,44,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.9,44,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1,44,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.1,44,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.2,44,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1,44,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",1,44,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.7,44,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","MRR-2015-2","MRR","2015","2","Coho",0.8,44,0,2015-07-15,"MRR-F1-2015","Middle","Mid-Summer",196
"Russian River 
 Coho","Russian River","NA","URR-2015-2","URR","2015","2","Coho",1,44,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Russian River 
 Coho","Russian River","NA","URR-2015-2","URR","2015","2","Coho",0.9,44,0,2015-07-21,"URR-F1-2015","Upper","Mid-Summer",202
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Chinook",1.1,44,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Chinook",1.1,44,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",1,44,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",0.9,44,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",0.9,44,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-2","MSKR","2015","2","Coho",1.1,44,0,2015-07-23,"MSKR-F1-2015","Lower","Mid-Summer",204
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-2","MSRR","2015","2","Coho",0.9,44,0,2015-07-24,"MSRR-F1-2015","Middle","Mid-Summer",205
"Beaver Creek 
 Coho","Beaver Creek","NA","LBC-2015-3","LBC","2015","3","Coho",1.2,44,0,2015-08-06,"LBC-F1-2015","Lower","Late Summer",218
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",0.8,44,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",0.9,44,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",1.2,44,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Russian River 
 Coho","Russian River","NA","LRR-2015-3","LRR","2015","3","Coho",1.2,44,0,2015-08-11,"LRR-F1-2015","Lower","Late Summer",223
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",1.2,44,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",1.1,44,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSKR-2015-3","MSKR","2015","3","Coho",1.1,44,0,2015-08-13,"MSKR-F1-2015","Lower","Late Summer",225
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",1.1,44,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",0.9,44,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",0.7,44,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",1.1,44,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",1,44,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Kenai River 
 Coho","Kenai River","NA","MSRR-2015-3","MSRR","2015","3","Coho",0.9,44,0,2015-08-17,"MSRR-F1-2015","Middle","Late Summer",229
"Ptarmigan Creek 
 Coho","Ptarmigan Creek","NA","LPC-2015-3","LPC","2015","3","Coho",1,44,0,2015-08-25,"LPC-F1-2015","Lower","Late Summer",237
"Russian River 
 Chinook","Russian River","NA","LRR-2015-1","LRR","2015","1","Chinook",1.3,45,0,2015-06-08,"LRR-F1-2015","Lower","Early Summer",159
"Russian River 
 Chinook","Russian River","NA","LRR-2015-1","LRR","2015","1","Chinook",1.5,45,0,2015-06-08,"LRR-F1-2015","Lower","Early Summer",159
"Russian River 
 Coho","Russian River","NA","URR-2015-1","URR","2015","1","Coho",2,45,0,2015-06-16,"URR-F1-2015","Upper","Early Summer",167
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,45,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.9,45,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,45,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.4,45,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Russian River 
 Coho","Russian River","NA","MRR-2015-1","MRR","2015","1","Coho",1.1,45,0,2015-06-19,"MRR-F1-2015","Middle","Early Summer",170
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.9,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1.1,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1.2,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1.1,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.9,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1.1,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1.1,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",1.1,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Kenai River 
 Chinook","Kenai River","NA","MSKR-2015-1","MSKR","2015","1","Chinook",0.9,45,0,2015-06-22,"MSKR-F1-2015","Lower","Early Summer",173
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.2,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.1,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",0.9,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",0.8,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.3,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.6,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
"Russian River 
 Coho","Russian River","NA","LRR-2015-2","LRR","2015","2","Coho",1.2,45,0,2015-07-14,"LRR-F1-2015","Lower","Mid-Summer",195
