"sample.id","spp","sample.event","event.num","river","reach","site","date","year","prey","preycat","quantity","dm_mg","season"
"MBC-F1-20150810-D11","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.1915965927,"Late Summer"
"MBC-F1-20150810-D12","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Trichoptera LARVAE","InvertAquatic",1,1.404175408,"Late Summer"
"MBC-F1-20150810-D13","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Trichoptera LARVAE","InvertAquatic",1,3.865342902,"Late Summer"
"MBC-F1-20150810-D14","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Trichoptera LARVAE","InvertAquatic",2,2.808350815,"Late Summer"
"MBC-F1-20150810-D14","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Insect UNK","InvertUnknown",3,0,"Late Summer"
"MBC-F1-20150810-D15","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Coleoptera LARVAE","InvertAquatic",1,0.05787460135,"Late Summer"
"MBC-F1-20150810-D16","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Coleoptera LARVAE","InvertAquatic",5,0.2893730068,"Late Summer"
"MBC-F1-20150810-D2","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Baetidae LARVAE","InvertAquatic",1,0.2852320641,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Trichoptera LARVAE","InvertAquatic",1,3.865342902,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",4,0.1569788981,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.0056,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.4293469104,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Diptera PUPAE","InvertAquatic",2,0.09624549757,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,0.05,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Hymenoptera ADULT","InvertTerrestrial_TerOrigin",1,4.868572184,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Hymenoptera ADULT","InvertTerrestrial_TerOrigin",2,6.216231504,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Hymenoptera ADULT","InvertTerrestrial_TerOrigin",3,4.95354457,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",3,0.5747897782,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Coleoptera LARVAE","InvertAquatic",13,0.7523698176,"Late Summer"
"MBC-F1-20150810-D3","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"MBC-F1-20150810-D4","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Coleoptera LARVAE","InvertAquatic",2,0.1157492027,"Late Summer"
"MBC-F1-20150810-D5","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Ceratopogonidae LARVAE","InvertAquatic",1,0.5674985608,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Ceratopogonidae LARVAE","InvertAquatic",1,0.5674985608,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1957466451,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Chironomidae LARVAE","InvertAquatic",2,0.135485712,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Coleoptera LARVAE","InvertAquatic",7,0.0539,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.0056,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"MBC-F1-20150810-D6","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"MBC-F1-20150810-D7","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Dytiscidae ADULT","InvertAquatic",2,16.08621122,"Late Summer"
"MBC-F1-20150810-D7","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Dytiscidae ADULT","InvertAquatic",1,19.63308176,"Late Summer"
"MBC-F1-20150810-D7","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",3,0.0168,"Late Summer"
"MBC-F1-20150810-D7","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Acari ADULT","InvertAquatic",1,0.2600378917,"Late Summer"
"MBC-F1-20150810-D9","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Staphylinidae ADULT","InvertTerrestrial_TerOrigin",1,0.2653954819,"Late Summer"
"MBC-F1-20150810-D9","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Diptera PUPAE","InvertAquatic",3,0.3131891874,"Late Summer"
"MBC-F1-20150810-D9","Coho","MBC-2015-3","3","Beaver Creek","Middle Beaver Creek","F1",2015-08-10,"2015","Insect ADULT","InvertUnknown",3,0,"Late Summer"
"MPC-F1-20150624-D1","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera PUPAE","InvertAquatic",1,0.4709165269,"Early Summer"
"MPC-F1-20150624-D1","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"MPC-F1-20150624-D10","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Early Summer"
"MPC-F1-20150624-D11","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Early Summer"
"MPC-F1-20150624-D11","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.4155841744,"Early Summer"
"MPC-F1-20150624-D11","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.01104251515,"Early Summer"
"MPC-F1-20150624-D12","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect UNK","InvertUnknown",2,0,"Early Summer"
"MPC-F1-20150624-D12","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"MPC-F1-20150624-D13","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",6,0.1914476673,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.06774285602,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.2930178489,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,0.1518658251,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Simuliidae ADULT","InvertTerrestrial_AqOrigin",1,0.5611518124,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Simuliidae ADULT","InvertTerrestrial_AqOrigin",1,0.8815240927,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Simuliidae LARVAE","InvertAquatic",1,0.03156656763,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,1.519610204,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,3.250734959,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"MPC-F1-20150624-D14","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Baetidae LARVAE","InvertAquatic",1,0.1247382012,"Early Summer"
"MPC-F1-20150624-D15","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Early Summer"
"MPC-F1-20150624-D15","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1214722306,"Early Summer"
"MPC-F1-20150624-D15","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.01104251515,"Early Summer"
"MPC-F1-20150624-D15","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Dytiscidae LARVAE","InvertAquatic",1,0.8327093436,"Early Summer"
"MPC-F1-20150624-D15","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Baetidae LARVAE","InvertAquatic",1,0.1942994168,"Early Summer"
"MPC-F1-20150624-D16","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera LARVAE","InvertAquatic",2,0.2087927916,"Early Summer"
"MPC-F1-20150624-D17","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.4790204198,"Early Summer"
"MPC-F1-20150624-D17","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Trichoptera LARVAE","InvertAquatic",1,0.28670571,"Early Summer"
"MPC-F1-20150624-D17","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Early Summer"
"MPC-F1-20150624-D18","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Staphylinidae ADULT","InvertTerrestrial_TerOrigin",1,0.08334703821,"Early Summer"
"MPC-F1-20150624-D19","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect ADULT","InvertUnknown",1,0,"Early Summer"
"MPC-F1-20150624-D19","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Baetidae LARVAE","InvertAquatic",1,0.2852320641,"Early Summer"
"MPC-F1-20150624-D2","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera PUPAE","InvertAquatic",1,0.04812274878,"Early Summer"
"MPC-F1-20150624-D2","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Trichoptera LARVAE","InvertAquatic",1,0.5402115549,"Early Summer"
"MPC-F1-20150624-D2","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.5611518124,"Early Summer"
"MPC-F1-20150624-D3","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Trichoptera ADULT","InvertTerrestrial_AqOrigin",3,77.22997709,"Early Summer"
"MPC-F1-20150624-D3","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",11,0.7451714162,"Early Summer"
"MPC-F1-20150624-D3","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",4,0.1276317782,"Early Summer"
"MPC-F1-20150624-D4","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.06774285602,"Early Summer"
"MPC-F1-20150624-D4","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera PUPAE","InvertAquatic",4,0.7614252099,"Early Summer"
"MPC-F1-20150624-D5","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera PUPAE","InvertAquatic",1,0.1043963958,"Early Summer"
"MPC-F1-20150624-D5","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Dytiscidae LARVAE","InvertAquatic",1,10.63917987,"Early Summer"
"MPC-F1-20150624-D6","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Fish","Fish",1,34.52260543,"Early Summer"
"MPC-F1-20150624-D6","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.2930178489,"Early Summer"
"MPC-F1-20150624-D6","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"MPC-F1-20150624-D7","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,2.294467007,"Early Summer"
"MPC-F1-20150624-D7","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,1.519610204,"Early Summer"
"MPC-F1-20150624-D7","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.4790204198,"Early Summer"
"MPC-F1-20150624-D7","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.1915965927,"Early Summer"
"MPC-F1-20150624-D8","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Early Summer"
"MPC-F1-20150624-D8","Chinook","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Chironomidae LARVAE","InvertAquatic",1,0.0018,"Early Summer"
"MPC-F1-20150624-D9","Coho","MPC-2015-1","1","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-06-24,"2015","Simuliidae LARVAE","InvertAquatic",1,0.03156656763,"Early Summer"
"MPC-F1-20150716-D1","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Simuliidae ADULT","InvertTerrestrial_AqOrigin",1,0.5611518124,"Mid-Summer"
"MPC-F1-20150716-D11","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Dixidae LARVAE","InvertAquatic",1,0.1903563025,"Mid-Summer"
"MPC-F1-20150716-D11","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Dixidae LARVAE","InvertAquatic",1,0.04812274878,"Mid-Summer"
"MPC-F1-20150716-D11","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.1000060414,"Mid-Summer"
"MPC-F1-20150716-D12","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"MPC-F1-20150716-D12","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",3,0.09572383366,"Mid-Summer"
"MPC-F1-20150716-D12","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Empididae LARVAE","InvertAquatic",1,0.08854101053,"Mid-Summer"
"MPC-F1-20150716-D12","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Ichneumonidae ADULT","InvertTerrestrial_TerOrigin",1,3.108115752,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.2736538137,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,0.3340351678,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Empididae ADULT","InvertTerrestrial_AqOrigin",1,1.519610204,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Empididae ADULT","InvertTerrestrial_AqOrigin",3,2.753194076,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Ichneumonidae ADULT","InvertTerrestrial_TerOrigin",1,4.868572184,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.4790204198,"Mid-Summer"
"MPC-F1-20150716-D13","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Dytiscidae LARVAE","InvertAquatic",1,1.415503227,"Mid-Summer"
"MPC-F1-20150716-D15","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Ichneumonidae ADULT","InvertTerrestrial_TerOrigin",1,4.868572184,"Mid-Summer"
"MPC-F1-20150716-D15","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Empididae ADULT","InvertTerrestrial_AqOrigin",2,0.9580408395,"Mid-Summer"
"MPC-F1-20150716-D15","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Empididae ADULT","InvertTerrestrial_AqOrigin",1,0.9177313587,"Mid-Summer"
"MPC-F1-20150716-D15","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Insect UNK","InvertTerrestrial_UnkOrigin",1,0,"Mid-Summer"
"MPC-F1-20150716-D15","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Mid-Summer"
"MPC-F1-20150716-D2","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Diptera PUPAE","InvertAquatic",1,0.1903563025,"Mid-Summer"
"MPC-F1-20150716-D2","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Ephemeroptera ADULT","InvertTerrestrial_AqOrigin",1,0.2158539299,"Mid-Summer"
"MPC-F1-20150716-D2","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.4790204198,"Mid-Summer"
"MPC-F1-20150716-D3","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Diptera PUPAE","InvertAquatic",1,0.04812274878,"Mid-Summer"
"MPC-F1-20150716-D5","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1214722306,"Mid-Summer"
"MPC-F1-20150716-D6","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",1,0.01104251515,"Mid-Summer"
"MPC-F1-20150716-D6","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",1,0.06774285602,"Mid-Summer"
"MPC-F1-20150716-D6","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Dixidae LARVAE","InvertAquatic",1,0.1903563025,"Mid-Summer"
"MPC-F1-20150716-D6","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"MPC-F1-20150716-D7","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",6,0.0662550909,"Mid-Summer"
"MPC-F1-20150716-D7","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Mid-Summer"
"MPC-F1-20150716-D7","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Simuliidae LARVAE","InvertAquatic",2,0.03224492033,"Mid-Summer"
"MPC-F1-20150716-D7","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Trichoptera LARVAE","InvertAquatic",1,0.9064825053,"Mid-Summer"
"MPC-F1-20150716-D7","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"MPC-F1-20150716-D8","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.1915965927,"Mid-Summer"
"MPC-F1-20150716-D8","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"MPC-F1-20150716-D9","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-16,"2015","Simuliidae LARVAE","InvertAquatic",1,0.1299668609,"Mid-Summer"
"MPC-F1-20150731-D1","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-31,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,1.685637401,"Mid-Summer"
"MPC-F1-20150731-D1","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F1",2015-07-31,"2015","Simuliidae LARVAE","InvertAquatic",1,0.01612246017,"Mid-Summer"
"MPC-F2-20150731-D1","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F2",2015-07-31,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",3,1.683455437,"Mid-Summer"
"MPC-F2-20150731-D1","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F2",2015-07-31,"2015","Hemiptera ADULT","InvertTerrestrial_TerOrigin",1,0.2089115329,"Mid-Summer"
"MPC-F2-20150731-D1","Coho","MPC-2015-2","2","Ptarmigan Creek","Middle Ptarmigan Creek","F2",2015-07-31,"2015","Insect UNK","InvertUnknown",2,0,"Mid-Summer"
