"sample.id","spp","sample.event","event.num","river","reach","site","date","year","prey","preycat","quantity","dm_mg","season"
"LBC-F1-20150604-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Coleoptera ADULT","InvertTerrestrial_TerOrigin",1,1.554169452,"Early Summer"
"LBC-F1-20150604-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Diptera PUPAE","InvertAquatic",1,0.04812274878,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Chironomidae LARVAE","InvertAquatic",2,0.2429444612,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Chironomidae LARVAE","InvertAquatic",2,0.135485712,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Chironomidae LARVAE","InvertAquatic",2,0.06381588911,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Insect UNK","InvertUnknown",2,0,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Ephemeroptera LARVAE","InvertAquatic",1,1.134965577,"Early Summer"
"LBC-F1-20150604-D4","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Diptera PUPAE","InvertAquatic",1,0.1433468308,"Early Summer"
"LBC-F1-20150604-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Insect ADULT","InvertUnknown",1,0,"Early Summer"
"LBC-F1-20150604-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"LBC-F1-20150604-D6","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","OLIGOCHAETA ADULT","InvertAquatic",1,0.996761304,"Early Summer"
"LBC-F1-20150604-D6","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-04,"2015","Plecoptera ADULT","InvertTerrestrial_AqOrigin",1,10.65720179,"Early Summer"
"LBC-F1-20150605-D1","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",1,0.04812274878,"Early Summer"
"LBC-F1-20150605-D10","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.04144137596,"Early Summer"
"LBC-F1-20150605-D10","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",1,0.04812274878,"Early Summer"
"LBC-F1-20150605-D11","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Salmonid","Fish",1,54.82061881,"Early Summer"
"LBC-F1-20150605-D11","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Salmonid","Fish",1,26.59119666,"Early Summer"
"LBC-F1-20150605-D11","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",3,0.05247465941,"Early Summer"
"LBC-F1-20150605-D12","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Simuliidae LARVAE","InvertAquatic",1,0.05465653473,"Early Summer"
"LBC-F1-20150605-D12","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.1915965927,"Early Summer"
"LBC-F1-20150605-D13","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",1,0.1043963958,"Early Summer"
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Carabidae ADULT","InvertTerrestrial_TerOrigin",2,1.114495469,"Early Summer"
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Staphylinidae ADULT","InvertTerrestrial_TerOrigin",2,0.5307909637,"Early Summer"
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Ichneumonidae ADULT","InvertTerrestrial_TerOrigin",2,18.32879751,"Early Summer"
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Simuliidae LARVAE","InvertAquatic",1,0.2544653646,"Early Summer"
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Insect UNK","InvertUnknown",2,0,"Early Summer"
"LBC-F1-20150605-D14","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1214722306,"Early Summer"
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.8815240927,"Early Summer"
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Insect ADULT","InvertUnknown",1,0,"Early Summer"
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Insect UNK","InvertUnknown",1,0,"Early Summer"
"LBC-F1-20150605-D15","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,1.519610204,"Early Summer"
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.4790204198,"Early Summer"
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",3,0.12,"Early Summer"
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Early Summer"
"LBC-F1-20150605-D2","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",1,0.01615521555,"Early Summer"
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Staphylinidae ADULT","InvertTerrestrial_TerOrigin",1,0.2653954819,"Early Summer"
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",2,0.09624549757,"Early Summer"
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",1,0.1043963958,"Early Summer"
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.2969047141,"Early Summer"
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.5611518124,"Early Summer"
"LBC-F1-20150605-D3","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",3,0.05247465941,"Early Summer"
"LBC-F1-20150605-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Trichoptera ADULT","InvertTerrestrial_AqOrigin",1,7.943282347,"Early Summer"
"LBC-F1-20150605-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Trichoptera ADULT","InvertTerrestrial_AqOrigin",1,4.158732269,"Early Summer"
"LBC-F1-20150605-D5","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Chironomidae LARVAE","InvertAquatic",1,0.01104251515,"Early Summer"
"LBC-F1-20150605-D6","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.04144137596,"Early Summer"
"LBC-F1-20150605-D7","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Diptera PUPAE","InvertAquatic",1,0.1903563025,"Early Summer"
"LBC-F1-20150605-D7","Coho","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Fish","Fish",1,2.497294953,"Early Summer"
"LBC-F1-20150605-D8","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.08796535113,"Early Summer"
"LBC-F1-20150605-D8","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.2969047141,"Early Summer"
"LBC-F1-20150605-D8","Chinook","LBC-2015-1","1","Beaver Creek","Lower Beaver Creek","F1",2015-06-05,"2015","Empididae LARVAE","InvertAquatic",1,0.184178316,"Early Summer"
"LBC-F1-20150629-D1","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.1627009106,"Mid-Summer"
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Baetidae LARVAE","InvertAquatic",1,1.425386807,"Mid-Summer"
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Diptera PUPAE","InvertAquatic",2,0.2087927916,"Mid-Summer"
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Diptera PUPAE","InvertAquatic",1,0.04812274878,"Mid-Summer"
"LBC-F1-20150629-D10","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.1627009106,"Mid-Summer"
"LBC-F1-20150629-D12","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Perlidae ADULT","InvertTerrestrial_AqOrigin",1,0.0430992399,"Mid-Summer"
"LBC-F1-20150629-D12","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.01749155314,"Mid-Summer"
"LBC-F1-20150629-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Chironomidae LARVAE","InvertAquatic",1,0.2930178489,"Mid-Summer"
"LBC-F1-20150629-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1957466451,"Mid-Summer"
"LBC-F1-20150629-D4","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.1627009106,"Mid-Summer"
"LBC-F1-20150629-D5","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Hemiptera ADULT","InvertTerrestrial_TerOrigin",1,2.645998755,"Mid-Summer"
"LBC-F1-20150629-D5","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Trichoptera LARVAE","InvertAquatic",1,1.404175408,"Mid-Summer"
"LBC-F1-20150629-D5","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Chironomidae LARVAE","InvertAquatic",2,0.06381588911,"Mid-Summer"
"LBC-F1-20150629-D7","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Trichoptera LARVAE","InvertAquatic",1,2.051447939,"Mid-Summer"
"LBC-F1-20150629-D8","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Chironomidae LARVAE","InvertAquatic",1,0.06774285602,"Mid-Summer"
"LBC-F1-20150629-D9","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.3172520309,"Mid-Summer"
"LBC-F1-20150629-D9","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Ceratopogonidae LARVAE","InvertAquatic",1,0.2085429179,"Mid-Summer"
"LBC-F1-20150629-D9","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-29,"2015","Insect LARVAE","InvertUnknown",1,0,"Mid-Summer"
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Ephemeroptera LARVAE","InvertAquatic",1,1.134965577,"Mid-Summer"
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Insect UNK","InvertUnknown",1,0,"Mid-Summer"
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,2.231589866,"Mid-Summer"
"LBC-F1-20150630-D3","Coho","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.2736538137,"Mid-Summer"
"LBC-F1-20150630-D4","Chinook","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Chironomidae LARVAE","InvertAquatic",2,0.3914932901,"Mid-Summer"
"LBC-F1-20150630-D4","Chinook","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Chironomidae LARVAE","InvertAquatic",4,0.2709714241,"Mid-Summer"
"LBC-F1-20150630-D4","Chinook","LBC-2015-2","2","Beaver Creek","Lower Beaver Creek","F1",2015-06-30,"2015","Diptera PUPAE","InvertAquatic",1,0.1043963958,"Mid-Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",2,0.8586938209,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",2,0.3254018211,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",3,2.753194076,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",2,0.3831931855,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.03924472452,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.06774285602,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"LBC-F1-20150806-D1","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Diptera PUPAE","InvertAquatic",1,0.1043963958,"Late Summer"
"LBC-F1-20150806-D11","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"LBC-F1-20150806-D13","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1214722306,"Late Summer"
"LBC-F1-20150806-D15","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Simuliidae ADULT","InvertTerrestrial_AqOrigin",1,0.2969047141,"Late Summer"
"LBC-F1-20150806-D16","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",13,0,"Late Summer"
"LBC-F1-20150806-D17","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",2,0,"Late Summer"
"LBC-F1-20150806-D2","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.1627009106,"Late Summer"
"LBC-F1-20150806-D2","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"LBC-F1-20150806-D3","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Gastropoda ADULT","InvertTerrestrial_TerOrigin",2,5.311440627,"Late Summer"
"LBC-F1-20150806-D3","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Gastropoda ADULT","InvertTerrestrial_TerOrigin",1,3.744757985,"Late Summer"
"LBC-F1-20150806-D3","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.06774285602,"Late Summer"
"LBC-F1-20150806-D3","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Late Summer"
"LBC-F1-20150806-D3","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"LBC-F1-20150806-D4","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Gastropoda ADULT","InvertTerrestrial_TerOrigin",1,6.992046284,"Late Summer"
"LBC-F1-20150806-D4","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Gastropoda ADULT","InvertTerrestrial_TerOrigin",2,7.48951597,"Late Summer"
"LBC-F1-20150806-D4","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Gastropoda ADULT","InvertTerrestrial_TerOrigin",1,10.0624631,"Late Summer"
"LBC-F1-20150806-D4","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Gastropoda ADULT","InvertTerrestrial_TerOrigin",4,19.83457347,"Late Summer"
"LBC-F1-20150806-D4","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.1214722306,"Late Summer"
"LBC-F1-20150806-D4","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Trichoptera ADULT","InvertTerrestrial_AqOrigin",1,1.805671012,"Late Summer"
"LBC-F1-20150806-D5","Chinook","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Late Summer"
"LBC-F1-20150806-D5","Chinook","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.01104251515,"Late Summer"
"LBC-F1-20150806-D5","Chinook","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect LARVAE","InvertUnknown",2,0,"Late Summer"
"LBC-F1-20150806-D6","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",1,0,"Late Summer"
"LBC-F1-20150806-D7","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chloroperlidae ADULT","InvertTerrestrial_AqOrigin",1,1.018070491,"Late Summer"
"LBC-F1-20150806-D7","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.4293469104,"Late Summer"
"LBC-F1-20150806-D7","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Late Summer"
"LBC-F1-20150806-D7","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.5611518124,"Late Summer"
"LBC-F1-20150806-D7","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",1,0.01749155314,"Late Summer"
"LBC-F1-20150806-D7","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Diptera Adult","InvertTerrestrial_UnkOrigin",2,1.835462717,"Late Summer"
"LBC-F1-20150806-D8","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,0.02273201145,"Late Summer"
"LBC-F1-20150806-D8","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",2,1.122303625,"Late Summer"
"LBC-F1-20150806-D8","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Chironomidae LARVAE","InvertAquatic",1,0.03190794455,"Late Summer"
"LBC-F1-20150806-D8","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.1915965927,"Late Summer"
"LBC-F1-20150806-D8","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.04,"Late Summer"
"LBC-F1-20150806-D8","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Collembola ADULT","InvertTerrestrial_TerOrigin",3,0.007487836806,"Late Summer"
"LBC-F1-20150806-D9","Coho","LBC-2015-3","3","Beaver Creek","Lower Beaver Creek","F1",2015-08-06,"2015","Insect UNK","InvertUnknown",11,0,"Late Summer"
"LPC-F1-20150623-D1","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Chironomidae LARVAE","InvertAquatic",10,0.3190794455,"Early Summer"
"LPC-F1-20150623-D1","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Simuliidae LARVAE","InvertAquatic",1,0.01612246017,"Early Summer"
"LPC-F1-20150623-D1","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera PUPAE","InvertAquatic",5,0.08077607776,"Early Summer"
"LPC-F1-20150623-D2","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Ichneumonidae ADULT","InvertTerrestrial_TerOrigin",1,4.868572184,"Early Summer"
"LPC-F1-20150623-D3","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera LARVAE","InvertAquatic",2,0.2087927916,"Early Summer"
"LPC-F1-20150623-D3","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera LARVAE","InvertAquatic",1,0.1903563025,"Early Summer"
"LPC-F1-20150623-D3","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,1.519610204,"Early Summer"
"LPC-F1-20150623-D3","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera ADULT","InvertTerrestrial_UnkOrigin",1,0.4790204198,"Early Summer"
"LPC-F1-20150623-D3","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Cicadellidae ADULT","InvertTerrestrial_TerOrigin",1,0.9113512969,"Early Summer"
"LPC-F1-20150623-D5","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera LARVAE","InvertAquatic",4,0.4175855833,"Early Summer"
"LPC-F1-20150623-D5","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Diptera PUPAE","InvertAquatic",1,0.1043963958,"Early Summer"
"LPC-F1-20150623-D5","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Culicidae ADULT","InvertTerrestrial_AqOrigin",1,0.5611518124,"Early Summer"
"LPC-F1-20150623-D5","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","MESOVELLIDAE ADULT","InvertTerrestrial_AqOrigin",1,0.7614183629,"Early Summer"
"LPC-F1-20150623-D5","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-23,"2015","Dytiscidae LARVAE","InvertAquatic",1,1.415503227,"Early Summer"
"LPC-F1-20150625-D1","Coho","LPC-2015-1","1","Ptarmigan Creek","Lower Ptarmigan Creek","F1",2015-06-25,"2015","Araneae ADULT","InvertTerrestrial_TerOrigin",1,1.014570528,"Early Summer"
