"Stream_Name","spp","age","FishEggs","InvertAquatic_AqOrigin","InvertTerrestrial","InvertTerrestrial_AqOrigin","SalmonEggs","sample.event","sample.event.num","year","site","sim.start","sim.end","season","days"
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"MRR-2015-3","3","2015","Middle Russian River",2015-08-12 12:22:00,2015-09-11 12:22:00,"Late Summer",30
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"URR-2015-3","3","2015","Upper Russian River",2015-08-20 12:42:00,2015-09-19 12:42:00,"Late Summer",30
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"LRR-2016-1","1","2016","Lower Russian River",2016-05-31 12:25:00,2016-07-18 12:20:00,"Early Summer",48
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"LRR-2016-2","2","2016","Lower Russian River",2016-07-18 12:20:00,2016-08-09 12:35:00,"Mid-Summer",22
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"LRR-2016-3","3","2016","Lower Russian River",2016-08-09 12:35:00,2016-09-02 12:35:00,"Late Summer",24
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"MRR-2016-1","1","2016","Middle Russian River",2016-06-01 11:30:00,2016-06-30 13:55:00,"Early Summer",29
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"MRR-2016-2","2","2016","Middle Russian River",2016-06-30 13:55:00,2016-08-06 13:00:00,"Mid-Summer",37
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"MRR-2016-3","3","2016","Middle Russian River",2016-08-06 13:00:00,2016-09-03 12:45:00,"Late Summer",28
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"URR-2016-1","1","2016","Upper Russian River",2016-06-08 12:55:00,2016-07-08 01:00:00,"Early Summer",30
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"URR-2016-2","2","2016","Upper Russian River",2016-07-08 01:00:00,2016-08-04 14:05:00,"Mid-Summer",28
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"URR-2016-3","3","2016","Upper Russian River",2016-08-04 14:05:00,2016-09-11 13:05:00,"Late Summer",38
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"LRR-2016-4","4","2016","Lower Russian River",2016-09-02 12:35:00,2016-10-02 12:35:00,"Fall",30
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"MRR-2016-4","4","2016","Middle Russian River",2016-09-03 12:45:00,2016-10-03 12:45:00,"Fall",30
"Russian River","Coho",1,0.003,0.472,0.053,0.431,0.041,"URR-2016-4","4","2016","Upper Russian River",2016-09-11 13:05:00,2016-10-11 13:05:00,"Fall",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2015-1","1","2015","Lower Russian River",2015-06-08 16:34:00,2015-07-14 12:00:00,"Early Summer",36
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2015-2","2","2015","Lower Russian River",2015-07-14 12:00:00,2015-08-11 12:00:00,"Mid-Summer",28
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2015-1","1","2015","Middle Russian River",2015-06-19 13:45:00,2015-07-15 12:30:00,"Early Summer",26
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2015-2","2","2015","Middle Russian River",2015-07-15 12:30:00,2015-08-12 12:22:00,"Mid-Summer",28
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2015-1","1","2015","Upper Russian River",2015-06-16 12:25:00,2015-07-21 11:10:00,"Early Summer",35
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2015-2","2","2015","Upper Russian River",2015-07-21 11:10:00,2015-08-20 12:42:00,"Mid-Summer",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2015-3","3","2015","Lower Russian River",2015-08-11 12:00:00,2015-09-10 12:00:00,"Late Summer",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2015-3","3","2015","Middle Russian River",2015-08-12 12:22:00,2015-09-11 12:22:00,"Late Summer",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2015-3","3","2015","Upper Russian River",2015-08-20 12:42:00,2015-09-19 12:42:00,"Late Summer",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2016-1","1","2016","Lower Russian River",2016-05-31 12:25:00,2016-07-18 12:20:00,"Early Summer",48
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2016-2","2","2016","Lower Russian River",2016-07-18 12:20:00,2016-08-09 12:35:00,"Mid-Summer",22
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2016-3","3","2016","Lower Russian River",2016-08-09 12:35:00,2016-09-02 12:35:00,"Late Summer",24
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2016-1","1","2016","Middle Russian River",2016-06-01 11:30:00,2016-06-30 13:55:00,"Early Summer",29
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2016-2","2","2016","Middle Russian River",2016-06-30 13:55:00,2016-08-06 13:00:00,"Mid-Summer",37
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2016-3","3","2016","Middle Russian River",2016-08-06 13:00:00,2016-09-03 12:45:00,"Late Summer",28
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2016-1","1","2016","Upper Russian River",2016-06-08 12:55:00,2016-07-08 01:00:00,"Early Summer",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2016-2","2","2016","Upper Russian River",2016-07-08 01:00:00,2016-08-04 14:05:00,"Mid-Summer",28
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2016-3","3","2016","Upper Russian River",2016-08-04 14:05:00,2016-09-11 13:05:00,"Late Summer",38
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"LRR-2016-4","4","2016","Lower Russian River",2016-09-02 12:35:00,2016-10-02 12:35:00,"Fall",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"MRR-2016-4","4","2016","Middle Russian River",2016-09-03 12:45:00,2016-10-03 12:45:00,"Fall",30
"Russian River","Coho",2,NA,0.612,0.112,0.164,0.113,"URR-2016-4","4","2016","Upper Russian River",2016-09-11 13:05:00,2016-10-11 13:05:00,"Fall",30
